timestamp,table,oracle,pair,price,confidence,feed_address
2025-10-24T12:44:05.685761,chainlink_price,chainlink,ETH/USD,4001.947665,0,0x694AA1769357215DE4FAC081bf1f309aDC325306
2025-10-24T12:44:05.685761,chainlink_price,chainlink,BTC/USD,111130.44067496,0,0x1b44F3514812d835EB1BDB0acB33d3fA3351Ee43
2025-10-24T12:44:05.685761,chainlink_price,chainlink,USDC/USD,0.99978992,0,0xA2F78ab2355fe2f984D808B5CeE7FD0A93D5270E
